company_key,customer_key,date_key,revenue
1,7,49,402.11695
1,7,50,402.11695
1,7,51,402.11695
1,7,52,402.11695
1,7,53,402.11695
1,7,54,402.11695
1,7,55,402.11695
1,7,56,432.26995
1,8,12,52.44
1,8,13,52.44
1,8,14,52.44
1,8,15,52.44
1,8,17,52.44
1,8,19,52.44
1,8,20,52.44
1,8,21,52.44
1,8,22,52.44
1,8,23,52.44
1,8,24,52.44
1,8,25,52.44
1,8,26,52.44
1,8,27,52.44
1,8,28,52.44
1,8,29,52.44
1,8,30,52.44
1,8,31,52.44
1,8,32,52.44
1,8,33,52.44
1,8,34,52.44
1,8,35,52.44
1,8,36,54.72
1,8,37,54.72
1,8,38,54.72
1,8,39,55.47145
1,8,40,55.47145
1,8,41,118.17145
1,8,42,118.17145
1,8,43,118.17145
1,8,44,118.17145
1,8,45,118.17145
1,8,46,118.17145
1,8,47,118.17145
1,8,48,122.3315
1,8,49,122.3315
1,8,50,122.3315
1,8,51,122.3315
1,8,52,122.3315
1,8,53,127.0397
1,8,54,127.0397
1,8,55,127.0397
1,8,56,127.0397
1,9,12,22.8
1,9,13,237.12
1,9,14,237.12
1,9,15,237.12
1,9,17,237.12
1,9,19,237.12
1,9,20,237.12
1,9,21,237.12
1,9,22,237.12
1,9,23,237.12
1,9,24,237.12
1,9,25,237.12
1,9,26,237.12
1,9,27,237.12
1,9,28,237.12
1,9,29,237.12
1,9,30,237.12
1,9,31,237.12
1,9,32,212.04
1,9,33,212.04
1,9,34,212.04
1,9,35,212.04
1,9,36,212.04
1,9,37,212.04
1,9,38,212.04
1,9,39,223.44
1,9,40,223.44
1,9,41,223.44
1,9,42,223.44
1,9,43,223.44
1,9,44,223.44
1,9,45,223.44
1,9,46,223.44
1,9,47,223.44
1,9,48,223.44
1,9,49,223.44
1,9,50,223.44
1,9,51,240.198
1,9,52,240.198
1,9,53,240.198
1,9,54,240.198
1,9,55,240.198
1,9,56,240.198
1,10,12,63.84
1,10,13,63.84
1,10,14,63.84
1,10,15,63.84
1,10,17,63.84
1,10,19,63.84
1,10,20,63.84
1,10,21,63.84
1,10,22,63.84
1,10,23,63.84
1,10,24,63.84
1,10,25,63.84
1,10,26,63.84
1,10,27,63.84
1,10,28,63.84
1,10,29,63.84
1,10,30,63.84
1,10,31,63.84
1,10,32,63.84
1,10,33,68.4
1,10,34,68.4
1,10,35,68.4
1,10,36,68.4
1,10,37,68.4
1,10,38,68.4
1,10,39,67.96775
1,10,40,67.96775
1,10,41,67.96775
1,10,42,67.96775
1,10,43,67.96775
1,10,44,67.96775
1,10,45,73.06545
1,10,46,73.06545
1,10,47,73.06545
1,10,48,73.06545
1,10,49,73.06545
1,10,50,73.06545
1,10,51,73.06545
1,10,52,73.06545
1,10,53,73.06545
1,10,54,73.06545
1,10,55,73.06545
1,10,56,73.06545
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,11,42,0.0
1,11,43,0.0
1,11,44,0.0
1,11,45,0.0
1,11,46,0.0
1,11,47,0.0
1,11,48,0.0
1,11,49,0.0
1,11,50,0.0
1,11,51,0.0
1,11,52,0.0
1,11,53,0.0
1,11,54,0.0
1,11,55,0.0
1,11,56,0.0
1,12,39,0.0
1,12,40,0.0
1,12,41,0.0
1,12,42,0.0
1,12,43,0.0
1,12,44,0.0
1,12,45,0.0
1,12,46,0.0
1,12,47,0.0
1,12,48,0.0
1,12,49,0.0
1,12,50,0.0
1,12,51,0.0
1,12,52,0.0
1,12,53,0.0
1,12,54,0.0
1,12,55,0.0
1,12,56,0.0
1,13,12,47.88
1,13,13,47.88
1,13,14,47.88
1,13,15,47.88
1,13,17,47.88
1,13,19,47.88
1,13,20,47.88
1,13,21,47.88
1,13,22,47.88
1,13,23,47.88
1,13,24,47.88
1,13,25,47.88
1,13,26,47.88
1,13,27,47.88
1,13,28,47.88
1,13,29,47.88
1,13,30,47.88
1,13,31,47.88
1,13,32,47.88
1,13,33,50.16
1,13,34,50.16
1,13,35,50.16
1,13,36,50.16
1,13,37,50.16
1,13,38,50.16
1,13,39,50.046
1,13,40,50.046
1,13,41,50.046
1,13,42,50.046
1,13,43,50.046
1,13,44,50.046
1,13,45,53.79945
1,13,46,53.79945
1,13,47,53.79945
1,13,48,53.79945
1,13,49,53.79945
1,13,50,53.79945
1,13,51,53.79945
1,13,52,53.79945
1,13,53,53.79945
1,13,54,53.79945
1,13,55,53.79945
1,13,56,53.79945
1,14,12,107.16
1,14,13,107.16
1,14,14,107.16
1,14,15,107.16
1,14,17,107.16
1,14,19,107.16
1,14,20,107.16
1,14,21,107.16
1,14,22,107.16
1,14,23,107.16
1,14,24,107.16
1,14,25,107.16
1,14,26,107.16
1,14,27,107.16
1,14,28,107.16
1,14,29,107.16
1,14,30,107.16
1,14,31,107.16
1,14,32,107.16
1,14,33,107.16
1,14,34,107.16
1,14,35,107.16
1,14,36,107.16
1,14,37,107.16
1,14,38,107.16
1,14,39,106.856
1,14,40,106.856
1,14,41,106.856
1,14,42,112.1988
1,14,43,112.1988
1,14,44,112.1988
1,14,45,112.1988
1,14,46,112.1988
1,14,47,112.1988
1,14,48,112.1988
1,14,49,112.1988
1,14,50,112.1988
1,14,51,112.1988
1,14,52,112.1988
1,14,53,112.1988
1,14,54,120.6139
1,14,55,120.6139
1,14,56,120.6139
1,15,12,98.04
1,15,13,98.04
1,15,14,98.04
1,15,15,98.04
1,15,17,98.04
1,15,19,98.04
1,15,20,98.04
1,15,21,98.04
1,15,22,98.04
1,15,23,98.04
1,15,24,98.04
1,15,25,98.04
1,15,26,98.04
1,15,27,98.04
1,15,28,98.04
1,15,29,98.04
1,15,30,98.04
1,15,31,98.04
1,15,32,98.04
1,15,33,102.6
1,15,34,102.6
1,15,35,102.6
1,15,36,102.6
1,15,37,102.6
1,15,38,102.6
1,15,39,103.36475
1,15,40,103.36475
1,15,41,103.36475
1,15,42,103.36475
1,15,43,103.36475
1,15,44,103.36475
1,15,45,111.11675
1,15,46,111.11675
1,15,47,111.11675
1,15,48,111.11675
1,15,49,111.11675
1,15,50,111.11675
1,15,51,111.11675
1,15,52,111.11675
1,15,53,111.11675
1,15,54,111.11675
1,15,55,111.11675
1,15,56,111.11675
1,16,12,109.44
1,16,13,109.44
1,16,14,109.44
1,16,15,109.44
1,16,17,109.44
1,16,19,109.44
1,16,20,109.44
1,16,21,109.44
1,16,22,109.44
1,16,23,109.44
1,16,24,109.44
1,16,25,109.44
1,16,26,109.44
1,16,27,109.44
1,16,28,109.44
1,16,29,109.44
1,16,30,109.44
1,16,31,109.44
1,16,32,109.44
1,16,33,109.44
1,16,34,109.44
1,16,35,109.44
1,16,36,109.44
1,16,37,109.44
1,16,38,109.44
1,16,39,110.01
1,16,40,110.01
1,16,41,115.5105
1,16,42,115.5105
1,16,43,115.5105
1,16,44,115.5105
1,16,45,115.5105
1,16,46,115.5105
1,16,47,115.5105
1,16,48,115.5105
1,16,49,115.5105
1,16,50,115.5105
1,16,51,115.5105
1,16,52,115.5105
1,16,53,124.17355
1,16,54,124.17355
1,16,55,124.17355
1,16,56,124.17355
1,17,12,528.96
1,17,13,528.96
1,17,14,528.96
1,17,15,528.96
1,17,17,528.96
1,17,19,528.96
1,17,20,528.96
1,17,21,528.96
1,17,22,528.96
1,17,23,528.96
1,17,24,528.96
1,17,25,528.96
1,17,26,528.96
1,17,27,528.96
1,17,28,528.96
1,17,29,695.4
1,17,30,695.4
1,17,31,695.4
1,17,32,695.4
1,17,33,695.4
1,17,34,695.4
1,17,35,702.24
1,17,36,702.24
1,17,37,702.24
1,17,38,702.24
1,17,39,703.24225
1,17,40,1216.24225
1,17,41,1242.6475
1,17,42,1242.6475
1,17,43,1242.6475
1,17,44,1242.6475
1,17,45,1285.9675
1,17,46,1285.9675
1,17,47,1297.55655
1,17,48,1297.55655
1,17,49,1297.55655
1,17,50,1297.55655
1,17,51,1297.55655
1,17,52,1311.740781
1,17,53,1354.875531
1,17,54,1354.875531
1,17,55,1354.875531
1,17,56,1354.875531
1,18,12,84.36
1,18,13,84.36
1,18,14,84.36
1,18,15,84.36
1,18,17,84.36
1,18,19,84.36
1,18,20,84.36
1,18,21,84.36
1,18,22,84.36
1,18,23,84.36
1,18,24,84.36
1,18,25,84.36
1,18,26,84.36
1,18,27,84.36
1,18,28,84.36
1,18,29,84.36
1,18,30,84.36
1,18,31,84.36
1,18,32,84.36
1,18,33,88.92
1,18,34,88.92
1,18,35,88.92
1,18,36,88.92
1,18,37,88.92
1,18,38,88.92
1,18,39,88.502
1,18,40,88.502
1,18,41,88.502
1,18,42,88.502
1,18,43,88.502
1,18,44,88.502
1,18,45,95.13965
1,18,46,95.13965
1,18,47,95.13965
1,18,48,95.13965
1,18,49,95.13965
1,18,50,95.13965
1,18,51,95.13965
1,18,52,95.13965
1,18,53,95.13965
1,18,54,95.13965
1,18,55,95.13965
1,18,56,95.13965
1,19,12,75.24
1,19,13,75.24
1,19,14,75.24
1,19,15,75.24
1,19,17,75.24
1,19,19,75.24
1,19,20,75.24
1,19,21,75.24
1,19,22,75.24
1,19,23,75.24
1,19,24,75.24
1,19,25,75.24
1,19,26,75.24
1,19,27,75.24
1,19,28,75.24
1,19,29,75.24
1,19,30,75.24
1,19,31,75.24
1,19,32,75.24
1,19,33,75.24
1,19,34,79.8
1,19,35,79.8
1,19,36,79.8
1,19,37,79.8
1,19,38,79.8
1,19,39,78.755
1,19,40,78.755
1,19,41,78.755
1,19,42,78.755
1,19,43,78.755
1,19,44,78.755
1,19,45,78.755
1,19,46,84.6621
1,19,47,84.6621
1,19,48,84.6621
1,19,49,84.6621
1,19,50,84.6621
1,19,51,84.6621
1,19,52,84.6621
1,19,53,84.6621
1,19,54,84.6621
1,19,55,84.6621
1,19,56,84.6621
1,20,27,0.0
1,20,28,0.0
1,20,29,0.0
1,20,30,0.0
1,20,31,0.0
1,20,32,0.0
1,20,33,0.0
1,20,34,0.0
1,20,35,0.0
1,20,36,0.0
1,20,37,0.0
1,20,38,0.0
1,20,39,0.0
1,20,40,0.0
1,20,41,0.0
1,20,42,0.0
1,20,43,0.0
1,20,44,0.0
1,20,45,0.0
1,20,46,0.0
1,20,47,0.0
1,20,48,0.0
1,20,49,0.0
1,20,50,0.0
1,20,51,0.0
1,20,52,0.0
1,20,53,0.0
1,20,54,0.0
1,20,55,0.0
1,20,56,5280.0924
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.0
1,21,17,0.0
1,21,19,0.0
1,21,20,0.0
1,21,21,0.0
1,21,22,0.0
1,21,23,0.0
1,21,24,0.0
1,21,25,0.0
1,21,26,342.0
1,21,27,342.0
1,21,28,342.0
1,21,29,342.0
1,21,30,342.0
1,21,31,342.0
1,21,32,342.0
1,21,33,342.0
1,21,34,342.0
1,21,35,342.0
1,21,36,342.0
1,21,37,342.0
1,21,38,0.0
1,21,39,0.0
1,21,40,0.0
1,21,41,0.0
1,21,42,0.0
1,21,43,0.0
1,21,44,0.0
1,21,45,0.0
1,21,46,0.0
1,21,47,0.0
1,21,48,0.0
1,21,49,0.0
1,21,50,0.0
1,21,51,0.0
1,21,52,0.0
1,21,53,0.0
1,21,54,0.0
1,21,55,0.0
1,21,56,0.0
1,22,12,125.4
1,22,13,125.4
1,22,14,125.4
1,22,15,125.4
1,22,17,125.4
1,22,19,125.4
1,22,20,125.4
1,22,21,125.4
1,22,22,125.4
1,22,23,125.4
1,22,24,125.4
1,22,25,125.4
1,22,26,125.4
1,22,27,125.4
1,22,28,125.4
1,22,29,125.4
1,22,30,125.4
1,22,31,125.4
1,22,32,125.4
1,22,33,132.24
1,22,34,132.24
1,22,35,132.24
1,22,36,132.24
1,22,37,132.24
1,22,38,132.24
1,22,39,131.10475
1,22,40,131.10475
1,22,41,131.10475
1,22,42,131.10475
1,22,43,131.10475
1,22,44,131.10475
1,22,45,140.93725
1,22,46,140.93725
1,22,47,140.93725
1,22,48,140.93725
1,22,49,140.93725
1,22,50,140.93725
1,22,51,140.93725
1,22,52,140.93725
1,22,53,140.93725
1,22,54,140.93725
1,22,55,140.93725
1,22,56,140.93725
1,23,12,45.6
1,23,13,45.6
1,23,14,45.6
1,23,15,45.6
1,23,17,45.6
1,23,19,45.6
1,23,20,45.6
1,23,21,45.6
1,23,22,45.6
1,23,23,45.6
1,23,24,45.6
1,23,25,45.6
1,23,26,45.6
1,23,27,45.6
1,23,28,45.6
1,23,29,45.6
1,23,30,45.6
1,23,31,45.6
1,23,32,45.6
1,23,33,0.0
1,23,34,0.0
1,23,35,0.0
1,23,36,0.0
1,23,37,0.0
1,23,38,0.0
1,23,39,0.03325
1,23,40,0.03325
1,23,41,0.03325
1,23,42,0.03325
1,23,43,0.03325
1,23,44,0.03325
1,23,45,0.0
1,23,46,0.0
1,23,47,0.0
1,23,48,0.0
1,23,49,0.0
1,23,50,0.0
1,23,51,0.0
1,23,52,0.0
1,23,53,0.0
1,23,54,0.0
1,23,55,0.0
1,23,56,0.0
1,24,12,88.92
1,24,13,88.92
1,24,14,88.92
1,24,15,88.92
1,24,17,88.92
1,24,19,88.92
1,24,20,88.92
1,24,21,88.92
1,24,22,88.92
1,24,23,88.92
1,24,24,88.92
1,24,25,88.92
1,24,26,88.92
1,24,27,88.92
1,24,28,88.92
1,24,29,88.92
1,24,30,88.92
1,24,31,88.92
1,24,32,88.92
1,24,33,88.92
1,24,34,88.92
1,24,35,88.92
1,24,36,88.92
1,24,37,88.92
1,24,38,88.92
1,24,39,88.13625
1,24,40,88.13625
1,24,41,92.5433
1,24,42,92.5433
1,24,43,92.5433
1,24,44,92.5433
1,24,45,92.5433
1,24,46,92.5433
1,24,47,92.5433
1,24,48,92.5433
1,24,49,92.5433
1,24,50,92.5433
1,24,51,92.5433
1,24,52,92.5433
1,24,53,99.484
1,24,54,99.484
1,24,55,99.484
1,24,56,99.484
1,25,27,0.0
1,25,28,0.0
1,25,29,0.0
1,25,30,0.0
1,25,31,0.0
1,25,32,0.0
1,25,33,0.0
1,25,34,0.0
1,25,35,0.0
1,25,36,0.0
1,25,37,0.0
1,25,38,0.0
1,25,39,0.0
1,25,40,0.0
1,25,41,0.0
1,25,42,0.0
1,25,43,0.0
1,25,44,0.0
1,25,45,0.0
1,25,46,0.0
1,25,47,0.0
1,25,48,0.0
1,25,49,0.0
1,25,50,0.0
1,25,51,262.2
1,25,52,262.2
1,25,53,262.2
1,25,54,262.2
1,25,55,262.2
1,25,56,262.2
1,26,12,180.12
1,26,13,180.12
1,26,14,180.12
1,26,15,180.12
1,26,17,180.12
1,26,19,180.12
1,26,20,180.12
1,26,21,180.12
1,26,22,180.12
1,26,23,180.12
1,26,24,180.12
1,26,25,180.12
1,26,26,180.12
1,26,27,180.12
1,26,28,180.12
1,26,29,180.12
1,26,30,180.12
1,26,31,180.12
1,26,32,180.12
1,26,33,189.24
1,26,34,189.24
1,26,35,189.24
1,26,36,189.24
1,26,37,189.24
1,26,38,189.24
1,26,39,188.61775
1,26,40,188.61775
1,26,41,188.61775
1,26,42,188.61775
1,26,43,188.61775
1,26,44,188.61775
1,26,45,202.7642
1,26,46,202.7642
1,26,47,202.7642
1,26,48,202.7642
1,26,49,202.7642
1,26,50,202.7642
1,26,51,202.7642
1,26,52,202.7642
1,26,53,202.7642
1,26,54,202.7642
1,26,55,202.7642
1,26,56,202.7642
1,27,12,0.0
1,27,13,0.0
1,27,14,0.0
1,27,15,0.0
1,27,17,0.0
1,27,19,0.0
1,27,20,0.0
1,27,21,0.0
1,27,22,0.0
1,27,23,0.0
1,27,24,0.0
1,27,25,0.0
1,27,26,0.0
1,27,27,0.0
1,27,28,0.0
1,27,29,0.0
1,27,30,0.0
1,27,31,0.0
1,27,32,0.0
1,27,33,0.0
1,27,34,0.0
1,27,35,0.0
1,27,36,0.0
1,27,37,0.0
1,27,38,0.0
1,27,39,0.0
1,27,40,0.0
1,27,41,0.0
1,27,42,0.0
1,27,43,0.0
1,27,44,0.0
1,27,45,430.92
1,27,46,430.92
1,27,47,430.92
1,27,48,430.92
1,27,49,715.92
1,27,50,715.92
1,27,51,715.92
1,27,52,715.92
1,27,53,715.92
1,27,54,715.92
1,27,55,715.92
1,27,56,715.92
1,28,12,0.0
1,28,13,702.24
1,28,14,702.24
1,28,15,702.24
1,28,17,702.24
1,28,19,702.24
1,28,20,702.24
1,28,21,702.24
1,28,22,702.24
1,28,23,702.24
1,28,24,702.24
1,28,25,702.24
1,28,26,702.24
1,28,27,702.24
1,28,28,702.24
1,28,29,702.24
1,28,30,752.4
1,28,31,752.4
1,28,32,752.4
1,28,33,752.4
1,28,34,752.4
1,28,35,752.4
1,28,36,752.4
1,28,37,752.4
1,28,38,702.24
1,28,39,736.65375
1,28,40,736.65375
1,28,41,736.65375
1,28,42,736.65375
1,28,43,736.65375
1,28,44,736.65375
1,28,45,736.65375
1,28,46,736.65375
1,28,47,736.65375
1,28,48,736.65375
1,28,49,736.65375
1,28,50,736.65375
1,28,51,791.9029
1,28,52,791.9029
1,28,53,791.9029
1,28,54,791.9029
1,28,55,791.9029
1,28,56,791.9029
1,29,12,0.0
1,29,12,191.52
1,29,13,0.0
1,29,13,191.52
1,29,14,191.52
1,29,14,0.0
1,29,15,191.52
1,29,17,191.52
1,29,19,191.52
1,29,20,191.52
1,29,21,314.64
1,29,21,0.0
1,29,22,314.64
1,29,22,0.0
1,29,23,314.64
1,29,23,0.0
1,29,24,316.92
1,29,24,0.0
1,29,25,316.92
1,29,25,0.0
1,29,26,316.92
1,29,26,0.0
1,29,27,319.2
1,29,27,0.0
1,29,28,319.2
1,29,28,0.0
1,29,29,319.2
1,29,29,0.0
1,29,30,319.2
1,29,30,0.0
1,29,31,319.2
1,29,31,0.0
1,29,32,319.2
1,29,32,0.0
1,29,33,319.2
1,29,33,0.0
1,29,34,319.2
1,29,34,0.0
1,29,35,319.2
1,29,35,0.0
1,29,36,319.2
1,29,36,0.0
1,29,37,319.2
1,29,37,0.0
1,29,38,319.2
1,29,38,0.0
1,29,39,318.625893
1,29,40,339.47585
1,29,41,339.47585
1,29,42,339.47585
1,29,43,339.47585
1,29,44,339.47585
1,29,45,339.47585
1,29,46,339.47585
1,29,47,339.47585
1,29,48,339.47585
1,29,49,339.47585
1,29,50,339.47585
1,29,51,339.47585
1,29,52,364.93585
1,29,53,364.93585
1,29,54,364.93585
1,29,55,364.93585
1,29,56,364.93585
1,30,12,0.0
1,30,13,0.0
1,30,14,0.0
1,30,15,307.8
1,30,17,307.8
1,30,19,307.8
1,30,20,307.8
1,30,21,307.8
1,30,22,307.8
1,30,23,342.0
1,30,24,342.0
1,30,25,342.0
1,30,26,342.0
1,30,27,342.0
1,30,28,342.0
1,30,29,307.8
1,30,30,307.8
1,30,31,307.8
1,30,32,307.8
1,30,33,307.8
1,30,34,307.8
1,30,35,307.8
1,30,36,307.8
1,30,37,344.28
1,30,38,344.28
1,30,39,345.23
1,30,40,345.23
1,30,41,345.23
1,30,42,345.23
1,30,43,345.23
1,30,44,345.23
1,30,45,345.23
1,30,46,345.23
1,30,47,345.23
1,30,48,345.23
1,30,49,345.07325
1,30,50,345.07325
1,30,51,345.07325
1,30,52,345.07325
1,30,53,371.12225
1,30,54,371.12225
1,30,55,371.12225
1,30,56,371.12225
1,31,12,212.04
1,31,13,212.04
1,31,14,212.04
1,31,15,212.04
1,31,17,212.04
1,31,19,212.04
1,31,20,212.04
1,31,21,212.04
1,31,22,212.04
1,31,23,212.04
1,31,24,212.04
1,31,25,212.04
1,31,26,212.04
1,31,27,212.04
1,31,28,212.04
1,31,29,212.04
1,31,30,212.04
1,31,31,212.04
1,31,32,212.04
1,31,33,212.04
1,31,34,212.04
1,31,35,212.04
1,31,36,221.16
1,31,37,221.16
1,31,38,221.16
1,31,39,221.7547
1,31,40,221.7547
1,31,41,221.7547
1,31,42,221.7547
1,31,43,221.7547
1,31,44,221.7547
1,31,45,221.7547
1,31,46,221.7547
1,31,47,221.7547
1,31,48,238.38635
1,31,49,238.38635
1,31,50,238.38635
1,31,51,238.38635
1,31,52,238.38635
1,31,53,238.38635
1,31,54,238.38635
1,31,55,238.38635
1,31,56,238.38635
1,32,12,143.64
1,32,13,143.64
1,32,14,143.64
1,32,15,143.64
1,32,17,143.64
1,32,19,143.64
1,32,20,143.64
1,32,21,143.64
1,32,22,143.64
1,32,23,143.64
1,32,24,143.64
1,32,25,143.64
1,32,26,143.64
1,32,27,143.64
1,32,28,143.64
1,32,29,143.64
1,32,30,143.64
1,32,31,143.64
1,32,32,143.64
1,32,33,143.64
1,32,34,143.64
1,32,35,143.64
1,32,36,143.64
1,32,37,150.48
1,32,38,150.48
1,32,39,149.625
1,32,40,149.625
1,32,41,149.625
1,32,42,149.625
1,32,43,149.625
1,32,44,149.625
1,32,45,149.625
1,32,46,149.625
1,32,47,149.625
1,32,48,149.625
1,32,49,160.84735
1,32,50,160.84735
1,32,51,160.84735
1,32,52,160.84735
1,32,53,160.84735
1,32,54,160.84735
1,32,55,160.84735
1,32,56,160.84735
1,33,12,52.44
1,33,13,52.44
1,33,14,52.44
1,33,15,52.44
1,33,17,52.44
1,33,19,98.04
1,33,20,98.04
1,33,21,98.04
1,33,22,98.04
1,33,23,98.04
1,33,24,98.04
1,33,25,98.04
1,33,26,98.04
1,33,27,98.04
1,33,28,98.04
1,33,29,98.04
1,33,30,98.04
1,33,31,148.2
1,33,32,148.2
1,33,33,148.2
1,33,34,150.48
1,33,35,150.48
1,33,36,150.48
1,33,37,150.48
1,33,38,150.48
1,33,39,149.75705
1,33,40,149.75705
1,33,41,149.75705
1,33,42,149.75705
1,33,43,53.94005
1,33,44,53.94005
1,33,45,53.94005
1,33,46,57.98515
1,33,47,57.98515
1,33,48,57.98515
1,33,49,57.98515
1,33,50,57.98515
1,33,51,57.98515
1,33,52,57.98515
1,33,53,57.98515
1,33,54,57.98515
1,33,55,57.98515
1,33,56,57.98515
1,34,12,0.0
1,34,13,0.0
1,34,14,0.0
1,34,15,0.0
1,34,17,0.0
1,34,19,0.0
1,34,20,0.0
1,34,21,0.0
1,34,22,0.0
