company_key,customer_key,date_key,category_key,revenue
2,1003.0,21,1,0.0
2,1003.0,22,1,0.0
2,1003.0,23,1,0.0
2,1003.0,24,1,0.0
2,1003.0,25,1,0.0
2,1003.0,26,1,0.0
2,1003.0,27,1,0.0
2,1003.0,28,1,0.0
2,1003.0,29,1,0.0
2,1003.0,30,1,0.0
2,1003.0,31,1,0.0
2,1003.0,32,1,0.0
2,1003.0,33,1,0.0
2,1003.0,34,1,0.0
2,1003.0,35,1,0.0
2,1003.0,36,1,0.0
2,1003.0,37,1,0.0
2,1003.0,38,1,0.0
3,1004.0,13,4,9.75
3,1004.0,28,4,30.0
3,1004.0,44,4,29.0
3,1004.0,47,4,289.8
3,1004.0,13,1,322.5
3,1004.0,14,1,332.25
3,1004.0,15,1,332.25
3,1004.0,17,1,332.25
3,1004.0,19,1,332.25
3,1004.0,20,1,332.25
3,1004.0,21,1,332.25
3,1004.0,22,1,332.25
3,1004.0,23,1,332.25
3,1004.0,24,1,332.25
3,1004.0,25,1,332.25
3,1004.0,26,1,332.25
3,1004.0,27,1,332.25
3,1004.0,28,1,332.25
3,1004.0,29,1,362.25
3,1004.0,30,1,362.25
3,1004.0,31,1,362.25
3,1004.0,32,1,362.25
3,1004.0,33,1,362.25
3,1004.0,34,1,362.25
3,1004.0,35,1,362.25
3,1004.0,36,1,362.25
3,1004.0,37,1,362.25
3,1004.0,38,1,362.25
3,1004.0,39,1,362.25
3,1004.0,40,1,362.25
3,1004.0,41,1,362.25
3,1004.0,42,1,362.25
3,1004.0,43,1,362.25
3,1004.0,44,1,362.25
3,1004.0,45,1,391.25
3,1004.0,46,1,391.25
3,1004.0,47,1,391.25
3,1004.0,48,1,681.05
3,1004.0,49,1,681.05
3,1004.0,50,1,681.05
3,1004.0,51,1,681.05
3,1004.0,52,1,681.05
3,1004.0,53,1,681.05
3,1004.0,54,1,681.05
3,1004.0,55,1,681.05
3,1004.0,56,1,681.05
1,1005.0,13,4,66.12
1,1005.0,39,5,-0.9785
1,1005.0,51,4,6.25385
1,1005.0,13,1,18.24
1,1005.0,14,1,84.36
1,1005.0,15,1,84.36
1,1005.0,17,1,84.36
1,1005.0,19,1,84.36
1,1005.0,20,1,84.36
1,1005.0,21,1,84.36
1,1005.0,22,1,84.36
1,1005.0,23,1,84.36
1,1005.0,24,1,84.36
1,1005.0,25,1,84.36
1,1005.0,26,1,84.36
1,1005.0,27,1,84.36
1,1005.0,28,1,84.36
1,1005.0,29,1,84.36
1,1005.0,30,1,84.36
1,1005.0,31,1,84.36
1,1005.0,32,1,84.36
1,1005.0,33,1,84.36
1,1005.0,34,1,84.36
1,1005.0,35,1,84.36
1,1005.0,36,1,84.36
1,1005.0,37,1,84.36
1,1005.0,38,1,84.36
1,1005.0,39,1,84.36
1,1005.0,40,1,83.3815
1,1005.0,41,1,83.3815
1,1005.0,42,1,83.3815
1,1005.0,43,1,83.3815
1,1005.0,44,1,83.3815
1,1005.0,45,1,83.3815
1,1005.0,46,1,83.3815
1,1005.0,47,1,83.3815
1,1005.0,48,1,83.3815
1,1005.0,49,1,83.3815
1,1005.0,50,1,83.3815
1,1005.0,51,1,83.3815
1,1005.0,52,1,89.63535
1,1005.0,53,1,89.63535
1,1005.0,54,1,89.63535
1,1005.0,55,1,89.63535
1,1005.0,56,1,89.63535
2,1006.0,14,3,-416.0
2,1006.0,13,1,416.0
2,1006.0,14,1,416.0
2,1006.0,15,1,0.0
2,1006.0,17,1,0.0
2,1006.0,19,1,0.0
2,1006.0,20,1,0.0
2,1006.0,21,1,0.0
2,1006.0,22,1,0.0
2,1006.0,23,1,0.0
2,1006.0,24,1,0.0
2,1006.0,25,1,0.0
2,1006.0,26,1,0.0
2,1006.0,27,1,0.0
2,1006.0,28,1,0.0
2,1006.0,29,1,0.0
2,1006.0,30,1,0.0
2,1006.0,31,1,0.0
2,1006.0,32,1,0.0
2,1006.0,33,1,0.0
2,1006.0,34,1,0.0
2,1006.0,35,1,0.0
2,1006.0,36,1,0.0
2,1006.0,37,1,0.0
2,1006.0,38,1,0.0
1,1007.0,13,1,540.36
1,1007.0,14,1,540.36
1,1007.0,15,1,540.36
1,1007.0,17,1,540.36
1,1007.0,19,1,540.36
1,1007.0,20,1,540.36
1,1007.0,21,1,540.36
1,1007.0,22,1,540.36
1,1007.0,23,1,540.36
1,1007.0,24,1,540.36
1,1007.0,25,1,989.52
1,1007.0,26,1,989.52
1,1007.0,27,1,989.52
1,1007.0,28,1,989.52
1,1007.0,29,1,989.52
1,1007.0,30,1,989.52
1,1007.0,31,1,989.52
1,1007.0,32,1,989.52
1,1007.0,33,1,989.52
1,1007.0,34,1,989.52
1,1007.0,35,1,989.52
1,1007.0,36,1,989.52
1,1007.0,37,1,540.36
1,1007.0,38,1,540.36
1,1007.0,39,1,540.36
1,1007.0,40,1,539.334
1,1007.0,41,1,539.334
1,1007.0,42,1,539.334
1,1007.0,43,1,539.334
1,1007.0,44,1,539.334
1,1007.0,45,1,539.334
1,1007.0,46,1,539.334
1,1007.0,47,1,539.334
1,1007.0,48,1,539.334
1,1007.0,49,1,539.334
1,1007.0,50,1,539.334
1,1007.0,51,1,539.334
1,1007.0,52,1,539.334
1,1007.0,53,1,539.334
1,1007.0,54,1,539.334
1,1007.0,55,1,539.334
1,1007.0,56,1,539.334
1,1007.0,24,4,449.16
1,1007.0,36,5,-449.16
1,1007.0,39,5,-1.026
1,1008.0,39,2,1901.52
1,1008.0,47,4,58.14
1,1008.0,53,5,-41.04
1,1008.0,13,1,0.0
1,1008.0,14,1,0.0
1,1008.0,15,1,0.0
1,1008.0,17,1,0.0
1,1008.0,19,1,0.0
1,1008.0,20,1,0.0
1,1008.0,21,1,0.0
1,1008.0,22,1,0.0
1,1008.0,23,1,0.0
1,1008.0,24,1,0.0
1,1008.0,25,1,0.0
1,1008.0,26,1,0.0
1,1008.0,27,1,0.0
1,1008.0,28,1,0.0
1,1008.0,29,1,0.0
1,1008.0,30,1,0.0
1,1008.0,31,1,0.0
1,1008.0,32,1,0.0
1,1008.0,33,1,0.0
1,1008.0,34,1,0.0
1,1008.0,35,1,0.0
1,1008.0,36,1,0.0
1,1008.0,37,1,0.0
1,1008.0,38,1,0.0
1,1008.0,39,1,0.0
1,1008.0,40,1,1901.52
1,1008.0,41,1,1901.52
1,1008.0,42,1,1901.52
1,1008.0,43,1,1901.52
1,1008.0,44,1,1901.52
1,1008.0,45,1,1901.52
1,1008.0,46,1,1901.52
1,1008.0,47,1,1901.52
1,1008.0,48,1,1959.66
1,1008.0,49,1,1959.66
1,1008.0,50,1,1959.66
1,1008.0,51,1,1959.66
1,1008.0,52,1,1959.66
1,1008.0,53,1,1959.66
1,1008.0,54,1,1918.62
1,1008.0,55,1,1918.62
1,1008.0,56,1,1918.62
1,1009.0,26,4,18.24
1,1009.0,32,5,-11.4
1,1009.0,38,4,123.12
1,1009.0,39,4,0.75525
1,1009.0,44,4,23.49825
1,1009.0,50,5,-3.2585
1,1009.0,51,4,62.7
1,1009.0,13,1,139.08
1,1009.0,14,1,139.08
1,1009.0,15,1,139.08
1,1009.0,17,1,139.08
1,1009.0,19,1,139.08
1,1009.0,20,1,139.08
1,1009.0,21,1,139.08
1,1009.0,22,1,139.08
1,1009.0,23,1,139.08
1,1009.0,24,1,139.08
1,1009.0,25,1,139.08
1,1009.0,26,1,139.08
1,1009.0,27,1,157.32
1,1009.0,28,1,157.32
1,1009.0,29,1,157.32
1,1009.0,30,1,157.32
1,1009.0,31,1,157.32
1,1009.0,32,1,157.32
1,1009.0,33,1,145.92
1,1009.0,34,1,145.92
1,1009.0,35,1,145.92
1,1009.0,36,1,145.92
1,1009.0,37,1,145.92
1,1009.0,38,1,145.92
1,1009.0,39,1,269.04
1,1009.0,40,1,269.79525
1,1009.0,41,1,269.79525
1,1009.0,42,1,269.79525
1,1009.0,43,1,269.79525
1,1009.0,44,1,269.79525
1,1009.0,45,1,293.2935
1,1009.0,46,1,293.2935
1,1009.0,47,1,293.2935
1,1009.0,48,1,293.2935
1,1009.0,49,1,293.2935
1,1009.0,50,1,293.2935
1,1009.0,51,1,290.035
1,1009.0,52,1,352.735
1,1009.0,53,1,352.735
1,1009.0,54,1,352.735
1,1009.0,55,1,352.735
1,1009.0,56,1,352.735
1,1010.0,24,3,-239.4
1,1010.0,13,1,239.4
1,1010.0,14,1,239.4
1,1010.0,15,1,239.4
1,1010.0,17,1,239.4
1,1010.0,19,1,239.4
1,1010.0,20,1,239.4
1,1010.0,21,1,239.4
1,1010.0,22,1,239.4
1,1010.0,23,1,239.4
1,1010.0,24,1,239.4
1,1010.0,25,1,0.0
1,1010.0,26,1,0.0
1,1010.0,27,1,0.0
1,1010.0,28,1,0.0
1,1010.0,29,1,0.0
1,1010.0,30,1,0.0
1,1010.0,31,1,0.0
1,1010.0,32,1,0.0
1,1010.0,33,1,0.0
1,1010.0,34,1,0.0
1,1010.0,35,1,0.0
1,1010.0,36,1,0.0
1,1010.0,37,1,0.0
1,1010.0,38,1,0.0
1,1010.0,39,1,0.0
1,1010.0,40,1,0.0
1,1010.0,41,1,0.0
1,1010.0,42,1,0.0
1,1010.0,43,1,0.0
1,1010.0,44,1,0.0
1,1010.0,45,1,0.0
1,1010.0,46,1,0.0
1,1010.0,47,1,0.0
1,1010.0,48,1,0.0
1,1010.0,49,1,0.0
1,1010.0,50,1,0.0
1,1010.0,51,1,0.0
1,1010.0,52,1,0.0
1,1010.0,53,1,0.0
1,1010.0,54,1,0.0
1,1010.0,55,1,0.0
1,1010.0,56,1,0.0
3,102.0,13,4,4.95
3,102.0,14,4,22.5
3,102.0,35,4,7.5
3,102.0,43,4,25.0
3,102.0,47,4,271.54
3,102.0,49,4,29.0
3,102.0,51,5,-83.32995
3,102.0,52,5,-5e-05
3,102.0,13,1,249.83
3,102.0,14,1,254.78
3,102.0,15,1,277.28
3,102.0,17,1,277.28
3,102.0,19,1,277.28
3,102.0,20,1,277.28
3,102.0,21,1,277.28
3,102.0,22,1,277.28
3,102.0,23,1,277.28
3,102.0,24,1,277.28
3,102.0,25,1,277.28
3,102.0,26,1,277.28
3,102.0,27,1,277.28
3,102.0,28,1,277.28
3,102.0,29,1,277.28
3,102.0,30,1,277.28
3,102.0,31,1,277.28
3,102.0,32,1,277.28
3,102.0,33,1,277.28
3,102.0,34,1,277.28
3,102.0,35,1,277.28
3,102.0,36,1,284.78
3,102.0,37,1,284.78
3,102.0,38,1,284.78
3,102.0,39,1,284.78
3,102.0,40,1,284.78
3,102.0,41,1,284.78
3,102.0,42,1,284.78
3,102.0,43,1,284.78
3,102.0,44,1,309.78
3,102.0,45,1,309.78
3,102.0,46,1,309.78
3,102.0,47,1,309.78
3,102.0,48,1,581.32
3,102.0,49,1,581.32
3,102.0,50,1,610.32
3,102.0,51,1,610.32
3,102.0,52,1,526.99005
3,102.0,53,1,526.99
3,102.0,54,1,526.99
3,102.0,55,1,526.99
3,102.0,56,1,526.99
1,1011.0,13,1,705.375
1,1011.0,14,1,705.375
1,1011.0,15,1,705.375
1,1011.0,17,1,705.375
1,1011.0,19,1,705.375
1,1011.0,20,1,705.375
1,1011.0,21,1,705.375
1,1011.0,22,1,705.375
1,1011.0,23,1,705.375
1,1011.0,24,1,705.375
1,1011.0,25,1,705.375
1,1011.0,26,1,705.375
1,1011.0,27,1,705.375
1,1011.0,28,1,705.375
1,1011.0,29,1,705.375
1,1011.0,30,1,745.10742
1,1011.0,31,1,745.10742
1,1011.0,32,1,745.10742
1,1011.0,33,1,745.10742
1,1011.0,34,1,745.10742
1,1011.0,35,1,745.10742
1,1011.0,36,1,745.10742
1,1011.0,37,1,745.10742
1,1011.0,38,1,745.10742
1,1011.0,39,1,745.10742
1,1011.0,40,1,705.375
1,1011.0,41,1,705.375
1,1011.0,42,1,745.10742
1,1011.0,43,1,745.10742
1,1011.0,44,1,745.10742
1,1011.0,45,1,745.10742
1,1011.0,46,1,745.10742
1,1011.0,47,1,745.10742
1,1011.0,48,1,745.10742
1,1011.0,49,1,745.10742
1,1011.0,50,1,745.10742
1,1011.0,51,1,745.10742
1,1011.0,52,1,0.0
1,1011.0,53,1,0.0
1,1011.0,54,1,0.0
1,1011.0,55,1,0.0
1,1011.0,56,1,0.0
1,1011.0,29,4,39.73242
1,1011.0,39,5,-39.73242
1,1011.0,41,4,39.73242
1,1011.0,51,3,-745.10742
3,1012.0,13,1,99.0
3,1012.0,14,1,100.8
3,1012.0,15,1,100.8
3,1012.0,17,1,100.8
3,1012.0,19,1,100.8
3,1012.0,20,1,100.8
3,1012.0,21,1,100.8
3,1012.0,22,1,100.8
3,1012.0,23,1,100.8
3,1012.0,24,1,100.8
3,1012.0,25,1,100.8
3,1012.0,26,1,100.8
3,1012.0,27,1,100.8
3,1012.0,28,1,100.8
3,1012.0,29,1,100.8
3,1012.0,30,1,100.8
3,1012.0,31,1,100.8
3,1012.0,32,1,100.8
3,1012.0,33,1,100.8
3,1012.0,34,1,100.8
3,1012.0,35,1,100.8
3,1012.0,36,1,100.8
3,1012.0,37,1,100.8
3,1012.0,38,1,100.8
3,1012.0,39,1,100.8
3,1012.0,40,1,100.8
3,1012.0,41,1,100.8
3,1012.0,42,1,100.8
3,1012.0,43,1,100.8
3,1012.0,44,1,100.8
3,1012.0,45,1,100.8
3,1012.0,46,1,100.8
3,1012.0,47,1,100.8
3,1012.0,48,1,100.8
3,1012.0,49,1,100.8
3,1012.0,50,1,100.8
3,1012.0,51,1,100.8
3,1012.0,52,1,0.0
3,1012.0,53,1,0.0
3,1012.0,54,1,0.0
3,1012.0,55,1,0.0
3,1012.0,56,1,0.0
3,1012.0,13,4,1.8
3,1012.0,51,3,-100.8
1,1013.0,13,1,84.36
1,1013.0,14,1,84.36
1,1013.0,15,1,84.36
1,1013.0,17,1,84.36
1,1013.0,19,1,84.36
1,1013.0,20,1,84.36
1,1013.0,21,1,84.36
1,1013.0,22,1,84.36
1,1013.0,23,1,84.36
1,1013.0,24,1,84.36
1,1013.0,25,1,84.36
1,1013.0,26,1,84.36
1,1013.0,27,1,84.36
1,1013.0,28,1,84.36
1,1013.0,29,1,84.36
1,1013.0,30,1,84.36
1,1013.0,31,1,84.36
1,1013.0,32,1,84.36
1,1013.0,33,1,84.36
1,1013.0,34,1,84.36
1,1013.0,35,1,84.36
1,1013.0,36,1,84.36
1,1013.0,37,1,84.36
1,1013.0,38,1,84.36
1,1013.0,39,1,86.64
1,1013.0,40,1,87.381
1,1013.0,41,1,87.381
1,1013.0,42,1,87.381
1,1013.0,43,1,87.381
1,1013.0,44,1,87.381
1,1013.0,45,1,87.381
1,1013.0,46,1,87.381
1,1013.0,47,1,87.381
1,1013.0,48,1,87.381
1,1013.0,49,1,87.381
1,1013.0,50,1,87.381
1,1013.0,51,1,93.955
1,1013.0,52,1,93.955
1,1013.0,53,1,93.955
1,1013.0,54,1,93.955
1,1013.0,55,1,93.955
1,1013.0,56,1,93.955
1,1013.0,38,4,2.28
1,1013.0,39,4,0.741
1,1013.0,50,4,6.574
1,1014.0,13,1,84.36
1,1014.0,14,1,84.36
1,1014.0,15,1,84.36
1,1014.0,17,1,84.36
1,1014.0,19,1,84.36
1,1014.0,20,1,84.36
1,1014.0,21,1,84.36
1,1014.0,22,1,84.36
1,1014.0,23,1,84.36
1,1014.0,24,1,84.36
1,1014.0,25,1,84.36
1,1014.0,26,1,84.36
1,1014.0,27,1,84.36
1,1014.0,28,1,84.36
1,1014.0,29,1,84.36
1,1014.0,30,1,84.36
1,1014.0,31,1,84.36
1,1014.0,32,1,84.36
1,1014.0,33,1,84.36
1,1014.0,34,1,84.36
1,1014.0,35,1,84.36
1,1014.0,36,1,84.36
1,1014.0,37,1,84.36
1,1014.0,38,1,84.36
1,1014.0,39,1,84.36
1,1014.0,40,1,89.03685
1,1014.0,41,1,89.03685
1,1014.0,42,1,89.03685
1,1014.0,43,1,89.03685
1,1014.0,44,1,89.03685
1,1014.0,45,1,89.03685
1,1014.0,46,1,199.61685
1,1014.0,47,1,199.61685
1,1014.0,48,1,199.61685
1,1014.0,49,1,199.61685
1,1014.0,50,1,199.61685
1,1014.0,51,1,199.61685
1,1014.0,52,1,200.7882
1,1014.0,53,1,200.7882
1,1014.0,54,1,200.7882
1,1014.0,55,1,200.7882
1,1014.0,56,1,200.7882
1,1014.0,39,4,4.67685
1,1014.0,45,4,110.58
1,1014.0,51,4,1.17135
1,1015.0,13,1,319.2
1,1015.0,14,1,319.2
1,1015.0,15,1,524.4
1,1015.0,17,1,524.4
1,1015.0,19,1,524.4
1,1015.0,20,1,524.4
1,1015.0,21,1,524.4
1,1015.0,22,1,524.4
1,1015.0,23,1,524.4
1,1015.0,24,1,524.4
1,1015.0,25,1,524.4
1,1015.0,26,1,524.4
1,1015.0,27,1,524.4
1,1015.0,28,1,524.4
1,1015.0,29,1,524.4
1,1015.0,30,1,524.4
1,1015.0,31,1,524.4
1,1015.0,32,1,524.4
1,1015.0,33,1,524.4
1,1015.0,34,1,524.4
1,1015.0,35,1,524.4
1,1015.0,36,1,524.4
1,1015.0,37,1,524.4
1,1015.0,38,1,524.4
1,1015.0,39,1,538.08
1,1015.0,40,1,539.163
1,1015.0,41,1,549.423
1,1015.0,42,1,549.423
1,1015.0,43,1,549.423
1,1015.0,44,1,549.423
1,1015.0,45,1,551.9861
1,1015.0,46,1,551.9861
1,1015.0,47,1,551.9861
1,1015.0,48,1,551.9861
1,1015.0,49,1,551.9861
1,1015.0,50,1,551.9861
1,1015.0,51,1,574.4061
1,1015.0,52,1,574.4061
1,1015.0,53,1,551.22705
1,1015.0,54,1,551.22705
1,1015.0,55,1,551.22705
1,1015.0,56,1,551.22705
1,1015.0,14,4,205.2
1,1015.0,38,4,13.68
1,1015.0,39,4,1.083
1,1015.0,40,4,10.26
1,1015.0,44,4,2.5631
1,1015.0,50,4,22.42
1,1015.0,52,5,-23.17905
1,1015.0,56,4,39.38415
1,1016.0,13,1,426.36
1,1016.0,14,1,426.36
1,1016.0,15,1,426.36
1,1016.0,17,1,426.36
1,1016.0,19,1,426.36
1,1016.0,20,1,426.36
1,1016.0,21,1,426.36
1,1016.0,22,1,426.36
1,1016.0,23,1,426.36
1,1016.0,24,1,426.36
1,1016.0,25,1,426.36
1,1016.0,26,1,428.64
1,1016.0,27,1,428.64
1,1016.0,28,1,442.32
1,1016.0,29,1,442.32
1,1016.0,30,1,442.32
1,1016.0,31,1,442.32
1,1016.0,32,1,449.16
1,1016.0,33,1,449.16
1,1016.0,34,1,449.16
1,1016.0,35,1,449.16
1,1016.0,36,1,449.16
1,1016.0,37,1,449.16
1,1016.0,38,1,449.16
1,1016.0,39,1,449.16
1,1016.0,40,1,436.74825
1,1016.0,41,1,436.74825
1,1016.0,42,1,436.74825
1,1016.0,43,1,436.74825
1,1016.0,44,1,436.74825
1,1016.0,45,1,436.74825
1,1016.0,46,1,436.74825
1,1016.0,47,1,436.74825
1,1016.0,48,1,436.74825
1,1016.0,49,1,436.74825
1,1016.0,50,1,436.74825
1,1016.0,51,1,436.74825
1,1016.0,52,1,429.97285
1,1016.0,53,1,429.97285
1,1016.0,54,1,429.97285
1,1016.0,55,1,429.97285
1,1016.0,56,1,429.97285
1,1016.0,25,4,2.28
1,1016.0,27,4,13.68
1,1016.0,31,4,6.84
1,1016.0,39,5,-12.41175
1,1016.0,51,5,-6.7754
2,1017.0,13,5,-0.667
2,1017.0,21,4,0.667
2,1017.0,27,4,205.34
2,1017.0,28,4,0.01
2,1017.0,30,5,-0.01
2,1017.0,31,4,156.96
2,1017.0,32,4,0.02
2,1017.0,33,5,-0.02
2,1017.0,37,4,156.96
2,1017.0,39,4,154.38
2,1017.0,40,5,-0.01
2,1017.0,42,4,168.49
2,1017.0,43,5,-0.01
2,1017.0,45,4,0.01
2,1017.0,46,5,-0.01
2,1017.0,48,4,0.01
2,1017.0,49,5,-0.01
2,1017.0,51,5,-29.03
2,1017.0,13,1,1584.0
2,1017.0,14,1,1583.333
2,1017.0,15,1,1583.333
2,1017.0,17,1,1583.333
2,1017.0,19,1,1583.333
2,1017.0,20,1,1583.333
2,1017.0,21,1,1583.333
2,1017.0,22,1,1584.0
2,1017.0,23,1,1584.0
2,1017.0,24,1,1584.0
2,1017.0,25,1,1584.0
2,1017.0,26,1,1584.0
2,1017.0,27,1,1584.0
2,1017.0,28,1,1789.34
2,1017.0,29,1,1789.35
2,1017.0,30,1,1789.35
2,1017.0,31,1,1789.34
2,1017.0,32,1,1946.3
2,1017.0,33,1,1946.32
2,1017.0,34,1,1946.3
2,1017.0,35,1,1946.3
2,1017.0,36,1,1946.3
2,1017.0,37,1,1946.3
2,1017.0,38,1,2103.26
2,1017.0,39,1,2103.26
2,1017.0,40,1,2257.64
2,1017.0,41,1,2257.63
2,1017.0,42,1,2257.63
2,1017.0,43,1,2426.12
2,1017.0,44,1,2426.11
2,1017.0,45,1,2426.11
2,1017.0,46,1,2426.12
2,1017.0,47,1,2426.11
2,1017.0,48,1,2426.11
2,1017.0,49,1,2426.12
2,1017.0,50,1,2426.11
2,1017.0,51,1,2426.11
2,1017.0,52,1,2397.08
2,1017.0,53,1,2397.08
2,1017.0,54,1,2397.08
2,1017.0,55,1,2397.08
2,1017.0,56,1,2397.08
1,1018.0,39,5,-0.57
1,1018.0,47,4,4.91625
1,1018.0,13,1,66.12
1,1018.0,14,1,66.12
1,1018.0,15,1,66.12
1,1018.0,17,1,66.12
1,1018.0,19,1,66.12
1,1018.0,20,1,66.12
1,1018.0,21,1,66.12
1,1018.0,22,1,66.12
1,1018.0,23,1,66.12
1,1018.0,24,1,66.12
1,1018.0,25,1,66.12
